N,P,K,pH,crop,N_class,P_class,K_class,pH_class,crop_encoded
93.7056869229952,35.49131470951244,29.652165446311667,7.845230381001651,sugarcane,optimal,deficient,deficient,optimal,3
130.82751062406982,13.272432659343435,61.08820268155936,7.729436770303002,maize,optimal,deficient,optimal,excess,0
23.830112933745088,60.06391560349906,69.01816652634783,6.969871941087911,sugarcane,deficient,optimal,optimal,optimal,3
120.69213333486256,14.255394175524785,98.46778485330614,8.068196688084472,wheat,optimal,deficient,optimal,excess,5
132.3467137699069,89.68942522721284,36.82995922347368,6.981874619774692,sugarcane,optimal,optimal,deficient,optimal,3
76.87336661057464,27.583723214924014,40.85252822191048,5.844841670966742,sugarcane,deficient,deficient,optimal,optimal,3
127.18417885629395,72.42971425006802,67.49423277225137,6.981314814477113,potato,optimal,optimal,deficient,excess,1
18.871636210856195,31.16725626822924,84.25230096522068,8.05027352948078,wheat,deficient,optimal,optimal,excess,5
32.86102093055385,14.938781382113731,70.52618987770524,4.7353016976962845,wheat,deficient,deficient,optimal,deficient,5
21.64100563651443,49.70029932251918,48.94015971733654,4.630371172325631,wheat,deficient,optimal,optimal,deficient,5
10.686783309257564,71.78650908687305,65.62794307456039,8.142784706647612,rice,deficient,excess,optimal,excess,2
123.05933830750274,30.73962799258017,41.861591863334496,6.386169105561166,wheat,optimal,optimal,optimal,optimal,5
90.9007688621446,53.74924903875496,33.97220035858912,5.956649012673776,potato,deficient,optimal,deficient,optimal,1
30.40229026465404,35.51284328359439,88.74425206443371,7.14021252671436,potato,deficient,deficient,deficient,excess,1
115.77523349304931,67.89515401919596,58.4881980494108,6.651494096559224,rice,optimal,optimal,deficient,excess,2
99.20652914523636,85.30027223755532,27.205833088256156,7.990312314881239,potato,deficient,optimal,deficient,excess,1
77.41817420977766,79.59545408218112,14.206423242774395,6.637013490706949,rice,deficient,excess,deficient,excess,2
100.24247250534152,84.22151753684786,85.51146332715895,5.214297418767893,rice,optimal,excess,optimal,deficient,2
68.81203648487579,25.169550084640345,73.76640410257811,5.030109093778911,sugarcane,deficient,deficient,optimal,optimal,3
93.30846117303425,16.06133710172471,15.6543399128204,6.688698503829063,potato,deficient,deficient,deficient,excess,1
111.10474791119456,81.99118675076829,89.54081646318906,7.864683615032152,sugarcane,optimal,optimal,optimal,optimal,3
108.00090408331768,76.0190751235347,18.980558491811045,6.850158679083663,wheat,optimal,optimal,deficient,excess,5
8.160892216986271,27.244060347384927,91.76815109341494,6.426344712798452,maize,deficient,optimal,optimal,optimal,0
107.93785083221464,74.23260121163626,29.87174334786955,7.440696574304008,rice,optimal,excess,deficient,excess,2
111.18056365266402,28.00603916459613,57.76747733504875,7.814738766035968,sugarcane,optimal,deficient,optimal,optimal,3
33.539723004977986,46.38531320727808,46.305819058785865,6.504290493024815,rice,deficient,optimal,deficient,excess,2
120.74755747474885,49.23124240837397,25.956968150066672,5.683461162531683,wheat,optimal,optimal,deficient,deficient,5
24.272159806757276,74.86435707360475,37.80624609646699,7.069831252036035,maize,deficient,optimal,optimal,excess,0
103.8918654572496,30.72654573623656,82.82930504052852,5.227898753903728,tomato,optimal,deficient,optimal,deficient,4
92.26922285039824,21.380728134008773,83.51132311988503,8.412743128156414,tomato,deficient,deficient,optimal,excess,4
21.54040880087339,78.21739181125935,19.808398734462035,5.343009543582166,wheat,deficient,optimal,deficient,deficient,5
73.03098536210967,48.08021958994507,52.22950138050762,4.851515243257073,sugarcane,deficient,deficient,optimal,deficient,3
82.55721146511436,81.27461827123865,61.365949286646405,8.126937692708875,maize,optimal,optimal,optimal,excess,0
16.434649334215663,15.505573198190865,93.02906989622362,6.846512992371768,maize,deficient,deficient,optimal,optimal,0
149.70323027472065,72.86132407251031,84.20259781349309,5.880075593636632,tomato,optimal,optimal,optimal,optimal,4
78.23078502800018,13.435402522541938,40.31367049497153,6.303894832019603,potato,deficient,deficient,deficient,optimal,1
111.63651410167832,61.058562653446494,72.87831642571082,7.516893086083275,sugarcane,optimal,optimal,optimal,optimal,3
68.30588416476428,79.00419783549657,83.60882607911297,8.020688126395399,maize,optimal,optimal,optimal,excess,0
60.854238323274814,20.521441073556744,95.77408391694335,5.355391727168959,potato,deficient,deficient,deficient,deficient,1
104.49934167995303,15.128065555586488,44.565319710693146,6.514971386154144,wheat,optimal,deficient,optimal,optimal,5
39.69453405609666,72.63135598726312,77.22101384123576,5.1456976380029245,sugarcane,deficient,optimal,optimal,optimal,3
103.39397837300716,61.83205071138802,70.01777652579844,6.89049690433407,maize,optimal,optimal,optimal,optimal,0
119.0183647885843,59.257196721381895,21.538515158527247,8.39455592016163,maize,optimal,optimal,optimal,excess,0
104.72453748018977,67.590800706108,80.52902467884445,7.154191249967317,tomato,optimal,optimal,optimal,excess,4
32.254806606358166,76.61114380691018,38.18206280612421,5.425050189691433,wheat,deficient,optimal,deficient,deficient,5
146.7126354789109,37.33068824803884,59.06890544194883,4.690356280148627,potato,optimal,deficient,deficient,deficient,1
39.71184279837112,55.18844027054365,64.23083432149264,5.9039711728132485,potato,deficient,optimal,deficient,optimal,1
18.32411673912911,34.70415912644052,90.92820678150326,7.045583135518385,maize,deficient,optimal,optimal,excess,0
62.53128839892115,63.3483736986648,52.55381213054716,6.70230017828824,tomato,deficient,optimal,deficient,optimal,4
139.04282808700844,46.11845291015722,97.63209829587336,5.031897841286746,sugarcane,optimal,deficient,optimal,optimal,3
147.40770575306712,56.27214146881991,89.83893399784485,6.216333268640996,maize,optimal,optimal,optimal,optimal,0
105.94870835162078,60.403573827539375,51.26718325605353,6.621455501638755,maize,optimal,optimal,optimal,optimal,0
118.21929658289314,23.964954649350297,20.910401620365626,6.392611615967255,rice,optimal,optimal,deficient,optimal,2
84.74472767227115,84.0303511779003,91.52601790546012,5.134442207463162,wheat,optimal,excess,optimal,deficient,5
144.91109543733367,45.2277038201547,49.840842719619474,5.8934582758981335,maize,optimal,optimal,optimal,optimal,0
117.7674172064752,9.003770888641593,33.55220833591187,7.838562350786057,rice,optimal,deficient,deficient,excess,2
111.1735672251124,22.05982048056624,28.06396690143785,8.396164311424142,rice,optimal,optimal,deficient,excess,2
48.21287349424592,30.749633819996205,46.54354999707138,6.151881413339371,rice,deficient,optimal,deficient,optimal,2
59.21770230183427,27.89678540895476,73.41284500066888,5.799951598078629,maize,deficient,optimal,optimal,optimal,0
63.09358676585644,38.4946389160443,35.154160612125565,6.518548617144858,wheat,deficient,optimal,deficient,optimal,5
64.00510427049323,40.11593223014083,94.06409120676842,7.108150431314623,potato,deficient,deficient,deficient,excess,1
141.007056015626,41.701066598887856,18.006605497220164,5.934608555952188,potato,optimal,deficient,deficient,optimal,1
64.96357698521535,48.350571311074674,80.90621434721167,5.05654845475399,sugarcane,deficient,deficient,optimal,optimal,3
37.34599003392231,31.667560818339577,24.909171848093195,5.163165005603075,wheat,deficient,optimal,deficient,deficient,5
5.1437141074317605,67.01760770441537,15.69874970219766,4.770355196451348,tomato,deficient,optimal,deficient,deficient,4
25.472535925190652,40.92051517571962,55.40216540042637,8.002383303212719,rice,deficient,optimal,deficient,excess,2
41.1748714171361,38.23054745512864,64.0730749933037,6.383981951272261,wheat,deficient,optimal,optimal,optimal,5
95.5025398606484,5.884138861752733,53.640623160432206,4.72152398056216,sugarcane,optimal,deficient,optimal,deficient,3
12.015511987971532,9.326616223003972,84.10561758205249,8.024167519511817,tomato,deficient,deficient,optimal,excess,4
149.60805104777432,71.00262698862797,61.05440781187242,8.447720493879974,rice,optimal,excess,deficient,excess,2
135.3974367392026,54.213790355840445,56.81307489389068,4.703868689044425,sugarcane,optimal,optimal,optimal,deficient,3
71.94284475611718,28.39407230421321,10.21494937058279,7.665794073926285,maize,optimal,optimal,deficient,excess,0
77.45761660129534,55.06350364387429,24.46342410073228,6.84502303230868,potato,deficient,optimal,deficient,excess,1
11.523628676769862,73.06390231254872,96.43322792571551,7.804183338153356,maize,deficient,optimal,optimal,excess,0
7.0203611290281165,18.8210440887384,27.022236887883917,7.176754676126166,maize,deficient,deficient,optimal,excess,0
15.540619892007587,50.26787128873176,36.381394109084894,5.772716715211024,tomato,deficient,optimal,deficient,optimal,4
104.35541997188908,74.2804339816409,78.57455091590568,8.393419119549181,rice,optimal,excess,optimal,excess,2
50.37404786537025,64.30167715148033,49.43049524178397,4.510578318478554,rice,deficient,optimal,deficient,deficient,2
84.32455876267208,34.21126268286736,70.98971147514526,5.745661861400774,sugarcane,deficient,deficient,optimal,optimal,3
35.939854845002884,11.461635987955862,91.34216771310275,5.141213454004117,rice,deficient,deficient,optimal,deficient,2
55.45481373412543,16.820653921428516,79.08359566857706,8.238862150817328,tomato,deficient,deficient,deficient,excess,4
54.04524388996713,15.392854253990963,83.2677812528826,5.119317514324986,maize,deficient,deficient,optimal,deficient,0
60.51820366239748,44.508428570168256,41.48294030495644,5.7780580561756425,wheat,deficient,optimal,optimal,deficient,5
56.5052356847044,86.50324098450969,72.43202221365657,6.059646326265003,tomato,deficient,optimal,deficient,optimal,4
34.18402834876907,64.07863302888083,80.43910712307805,5.9803014301190025,maize,deficient,optimal,optimal,optimal,0
69.17691677126277,22.793278613612944,53.019418847697146,8.378315421544475,sugarcane,deficient,deficient,optimal,excess,3
116.5529938655624,37.501939972894775,40.02298569939087,7.892052507114901,maize,optimal,optimal,optimal,excess,0
146.01469918020192,51.27682728686927,81.61588753882626,4.517514513161009,rice,optimal,optimal,optimal,deficient,2
119.67455290701284,48.175062653673365,14.89264646470778,7.266611460989877,rice,optimal,optimal,deficient,excess,2
26.442777195804855,41.06899423575887,61.28503210782473,7.076783933693666,wheat,deficient,optimal,optimal,excess,5
79.07776387129094,83.61904420012621,92.42995443066908,8.015225009380828,maize,optimal,optimal,optimal,excess,0
67.39367058199875,62.70584869019353,64.28286837249595,4.714298236897557,sugarcane,deficient,optimal,optimal,deficient,3
49.231500822656336,82.07062703035493,44.51436207238371,6.044336323388835,rice,deficient,excess,deficient,optimal,2
149.86958688472188,34.652602774568564,40.81486667565972,7.5808072428127184,rice,optimal,optimal,deficient,excess,2
120.15600953334852,19.47871871125727,12.952403575474024,5.442091946277329,rice,optimal,deficient,deficient,deficient,2
127.62672710399816,24.72119279737649,56.374643033090926,5.9021444259365605,rice,optimal,optimal,deficient,optimal,2
135.96518978105033,85.11949606789575,10.193847107107736,6.4243036062778405,maize,optimal,optimal,deficient,optimal,0
111.54350312777504,56.786511736523785,81.76321299239395,6.414982359459065,rice,optimal,optimal,optimal,optimal,2
102.537866127047,11.979057324692434,43.122130948926696,7.717938976188901,potato,optimal,deficient,deficient,excess,1
6.07055495198728,8.22853601058697,19.51400431741544,7.354237133903402,maize,deficient,deficient,deficient,excess,0
127.46000633052212,62.02593894253329,66.34111661581767,6.861764765010364,sugarcane,optimal,optimal,optimal,optimal,3
38.87833781270859,82.98578106008343,65.95999738171005,5.211016980455597,sugarcane,deficient,optimal,optimal,optimal,3
7.1739795097250525,37.29895161625716,61.270810301973405,5.307179033195001,maize,deficient,optimal,optimal,deficient,0
50.620366017907074,58.42991276890231,77.97136399996765,5.678868101435499,potato,deficient,optimal,deficient,optimal,1
89.49794418227674,58.66649659023224,79.7079247398587,8.377958535142618,wheat,optimal,optimal,optimal,excess,5
19.358628906798955,78.64721686746024,70.11620925236443,7.397855744585314,potato,deficient,optimal,deficient,excess,1
89.5273071376434,35.00835287093844,99.939410095499,4.820141866217057,wheat,optimal,optimal,optimal,deficient,5
108.4890726199809,13.904903980154243,54.34961946648012,7.256604808404168,tomato,optimal,deficient,deficient,excess,4
5.953296917720991,68.67882427259558,27.86966064322835,5.415329738189561,potato,deficient,optimal,deficient,deficient,1
102.58909027798998,74.15056440116257,40.07964064770261,4.9180728214479394,maize,optimal,optimal,optimal,deficient,0
146.19984313937954,57.39601655430645,14.09799411610003,6.528397456741023,rice,optimal,optimal,deficient,excess,2
20.810722043666217,35.07356400850551,17.58251168149903,6.081848394971256,potato,deficient,deficient,deficient,optimal,1
126.47142290856875,75.50447214801122,76.34293202867038,6.35379633690601,sugarcane,optimal,optimal,optimal,optimal,3
116.0719582267819,36.4507667156645,50.579984141502855,6.732529387308077,wheat,optimal,optimal,optimal,optimal,5
86.54317283143399,88.51637780349907,52.42113102535495,4.855276301604643,maize,optimal,optimal,optimal,deficient,0
133.36837748730804,63.641425415921454,88.55461839390978,7.195281179064114,maize,optimal,optimal,optimal,excess,0
134.7537460194722,42.62126136767757,63.7814757038586,6.522619745444899,potato,optimal,deficient,deficient,excess,1
52.65309947860131,79.70329236002969,57.81259159698218,7.392139932303712,rice,deficient,excess,deficient,excess,2
77.97529052340525,29.31582699510904,59.37264081089445,7.594291957646599,wheat,deficient,deficient,optimal,excess,5
84.3799055903604,39.8318970618527,15.837737784557117,8.337619970386552,sugarcane,deficient,deficient,deficient,excess,3
106.82326156873812,45.55340669369372,23.332557022364437,7.096887498849728,maize,optimal,optimal,optimal,excess,0
127.20067435626248,67.65551816753054,80.21113477186312,5.207879791064996,maize,optimal,optimal,optimal,deficient,0
69.59895550548646,50.583466166865705,39.93256983654126,4.984297834430501,wheat,deficient,optimal,deficient,deficient,5
69.61689666747989,86.28018572975829,86.14618116054133,8.309801126151838,tomato,deficient,optimal,optimal,excess,4
99.89777849682966,80.30415903994496,77.10048196649313,5.008333098844112,sugarcane,optimal,optimal,optimal,optimal,3
113.6389163095127,60.278777600261165,80.55774682501283,5.229885740043931,potato,optimal,optimal,deficient,deficient,1
62.9300675409116,51.103947682331686,97.87775352858225,8.29433088432501,maize,optimal,optimal,optimal,excess,0
89.98089673772841,81.1385085558264,63.232984493251095,7.000400741197872,potato,deficient,optimal,deficient,excess,1
69.8264115354362,56.67013821098401,63.79932301093224,4.593996947372024,tomato,deficient,optimal,deficient,deficient,4
105.93391289957934,25.090672480238613,48.01294025953331,4.80971838980857,sugarcane,optimal,deficient,optimal,deficient,3
63.35312386847004,56.4524898170352,55.96894622556593,5.062738739341156,potato,deficient,optimal,deficient,deficient,1
146.6164411231886,53.951802834509294,22.92912021204025,6.797950312708711,potato,optimal,optimal,deficient,excess,1
31.10875797180348,73.1152323867849,73.02143317535052,5.372354676856519,tomato,deficient,optimal,deficient,deficient,4
68.98680468386061,6.246218812818262,81.27741943638918,8.295000952913284,tomato,deficient,deficient,optimal,excess,4
107.01185372703095,17.32300093387984,55.56035122673396,6.056587522611716,potato,optimal,deficient,deficient,optimal,1
94.59464537720945,66.61929969142761,59.86122965203434,5.871446257627321,maize,optimal,optimal,optimal,optimal,0
112.58651398372348,69.04414109542333,17.471383159427518,8.030642090174746,wheat,optimal,optimal,deficient,excess,5
79.60470371416436,44.38768141329028,71.95499417204768,6.444981776444626,wheat,deficient,optimal,optimal,optimal,5
133.12269017632687,73.17080036451078,15.002181007295857,7.654511720760599,potato,optimal,optimal,deficient,excess,1
108.7617865982296,31.80601294268736,76.32087623114505,6.65596784949635,maize,optimal,optimal,optimal,optimal,0
109.99706519153644,49.22789786540896,77.39787041769337,6.208255950550876,sugarcane,optimal,deficient,optimal,optimal,3
121.87582837326384,78.06858463156361,37.37897343150006,6.811922935624245,maize,optimal,optimal,optimal,optimal,0
147.64465796578904,65.5137938635452,86.12610318598499,4.823375632241856,rice,optimal,optimal,optimal,deficient,2
34.67156117622692,75.17678104100293,37.94923445251101,5.580324881501781,maize,deficient,optimal,optimal,optimal,0
72.09974077379198,5.194219394692191,27.368688373819328,6.387443967805712,tomato,deficient,deficient,deficient,optimal,4
116.85886338750116,45.94383449453722,81.42309066205429,5.864011157134463,maize,optimal,optimal,optimal,optimal,0
23.360144006301063,74.02453685133399,52.45604247530776,4.734174928118438,sugarcane,deficient,optimal,optimal,deficient,3
13.927038815278854,58.050585286341786,18.6726063613497,6.752183056721173,sugarcane,deficient,optimal,deficient,optimal,3
35.68099394548224,37.1335710893445,85.2623416196659,5.769823590498008,rice,deficient,optimal,optimal,optimal,2
59.61840611479965,30.38538357791605,26.03785270646819,5.83073757564585,maize,deficient,optimal,optimal,optimal,0
86.15022470404406,26.06281498764993,76.74479906515502,5.325714974598428,wheat,optimal,deficient,optimal,deficient,5
69.8411248474908,14.365761564104709,96.16489564902848,5.396786156694408,potato,deficient,deficient,deficient,deficient,1
100.48406021630204,27.10575319411959,54.41033524593428,6.866229406380035,potato,optimal,deficient,deficient,excess,1
108.41456512988536,41.834547456348375,94.85509598513056,6.295037724593993,potato,optimal,deficient,deficient,optimal,1
146.00507172395672,23.372035032804494,34.331495168386695,7.353782226952935,tomato,optimal,deficient,deficient,excess,4
7.541289386178502,87.04247138730778,27.561396838982503,5.360523483124005,rice,deficient,excess,deficient,deficient,2
36.68022802425556,16.581100554607872,17.62013663328099,7.405682702811937,tomato,deficient,deficient,deficient,excess,4
44.276938975091696,12.46577462602763,48.25060578934474,8.304115428547108,wheat,deficient,deficient,optimal,excess,5
133.06446322397846,79.99088532195503,44.77984301062032,8.126730728926773,rice,optimal,excess,deficient,excess,2
128.22738581789622,12.455855164617835,39.25010830017145,5.583597643505744,sugarcane,optimal,deficient,deficient,optimal,3
15.489300710800864,26.795681894935303,25.84608800215769,4.949606457930843,wheat,deficient,deficient,deficient,deficient,5
49.54715743163393,8.84311450451731,11.094883912614744,5.658023032037285,wheat,deficient,deficient,deficient,deficient,5
54.78684833092213,68.58336606128616,89.19144307408897,7.954798342004455,potato,deficient,optimal,deficient,excess,1
73.47437016556813,57.77973562159506,11.396605279461625,4.735101154789362,wheat,deficient,optimal,deficient,deficient,5
53.855417161751575,49.79262588928964,99.84932180131474,7.900003929734551,sugarcane,deficient,deficient,optimal,optimal,3
138.2706581830832,86.99360170271372,87.90248525922155,7.633531804944516,rice,optimal,excess,optimal,excess,2
142.54290543887126,68.81644782979876,86.70389278346819,7.0019049604795045,tomato,optimal,optimal,optimal,excess,4
135.73018976038836,56.86064972674009,59.34107102028462,8.34067922501994,sugarcane,optimal,optimal,optimal,excess,3
131.11829049932712,20.39450462440521,25.3955891991061,7.824159231445488,maize,optimal,optimal,optimal,excess,0
75.38850073907818,70.65505566023997,65.93878171644445,5.416813449996281,rice,deficient,excess,optimal,deficient,2
48.72148650824547,52.57785078877343,57.28301732813734,7.739435501908305,wheat,deficient,optimal,optimal,excess,5
14.71031745163421,60.45675917346042,89.96785423311677,5.960337384921044,sugarcane,deficient,optimal,optimal,optimal,3
45.33450915751512,35.15387331506592,74.10295086829981,6.569196864303448,tomato,deficient,deficient,deficient,optimal,4
103.00022343787757,74.36507744604287,23.321581157910902,7.757289666732391,wheat,optimal,optimal,deficient,excess,5
148.53398024389375,75.87715035400038,65.90414386356903,4.541117094195435,sugarcane,optimal,optimal,optimal,deficient,3
90.9405957349943,73.00703484281489,84.60121939295729,7.791711560614168,rice,deficient,excess,optimal,excess,2
109.00800697704916,47.2162204902343,53.072036289969866,7.246655549682862,maize,optimal,optimal,optimal,excess,0
55.80179271245623,79.47962512835971,11.37778296697919,6.682195301622233,potato,deficient,optimal,deficient,excess,1
118.0868352755941,85.21040379790723,91.93723650280822,4.8393628609824,potato,optimal,optimal,deficient,deficient,1
97.1557790595365,42.66065965047433,37.56553188287856,7.53539692007571,maize,optimal,optimal,optimal,excess,0
85.97993190182875,7.645045353102128,13.07197709633066,5.170195430366715,wheat,optimal,deficient,deficient,deficient,5
85.23783630360512,50.76149835613784,32.56035613330155,7.713473914580483,tomato,deficient,optimal,deficient,excess,4
99.4976383574253,31.43654980562337,41.19352928756681,5.925370667987902,maize,optimal,optimal,optimal,optimal,0
47.17858977366596,8.144617084704137,87.17695655328909,5.109811951106197,potato,deficient,deficient,deficient,deficient,1
146.96486732076113,78.06028166970874,38.53916965717856,8.011574086509876,potato,optimal,optimal,deficient,excess,1
142.6263170294218,14.538001257068576,32.17610943434594,6.504338815680675,sugarcane,optimal,deficient,deficient,optimal,3
7.911321225640224,57.04831517150896,51.05341626654528,6.887564135887541,sugarcane,deficient,optimal,optimal,optimal,3
110.69359773700867,20.3124886723168,76.36757030132772,4.613236869566878,wheat,optimal,deficient,optimal,deficient,5
12.522918220487874,45.113923498693865,86.49928775060084,8.292064596833253,tomato,deficient,deficient,optimal,excess,4
144.23319712446352,79.34067382904429,18.138495575855977,5.220746390074268,potato,optimal,optimal,deficient,deficient,1
20.38053321187963,67.6847697471986,27.160577591693382,7.931358134371029,sugarcane,deficient,optimal,deficient,optimal,3
127.87963260756082,17.19937575435521,72.31141643852993,4.724316456884656,rice,optimal,deficient,optimal,deficient,2
99.045847364677,42.30144490822143,64.14005014322832,4.7474203190094375,sugarcane,optimal,deficient,optimal,deficient,3
40.88684264519311,25.2024120348366,83.42048039392118,8.326087369290985,wheat,deficient,deficient,optimal,excess,5
134.41663403540952,38.18610606050813,59.38489772722066,4.760301515647708,sugarcane,optimal,deficient,optimal,deficient,3
146.1303386215579,9.330646897022028,46.19429290119549,5.155636581942389,wheat,optimal,deficient,optimal,deficient,5
86.34601607163171,47.29665597062705,61.25849971950928,4.753837423811101,rice,deficient,optimal,deficient,deficient,2
29.743293728574947,13.302375450967444,49.23425831412212,7.233363324049527,rice,deficient,deficient,deficient,excess,2
94.55072703204776,32.83578513853954,42.42320032688068,6.414189633375788,rice,deficient,optimal,deficient,optimal,2
57.97357471108713,42.5463977830133,91.34468359257389,6.226824334375873,tomato,deficient,deficient,optimal,optimal,4
88.6713224417066,78.25778304592099,20.471728846141723,6.710296585351255,wheat,optimal,optimal,deficient,optimal,5
37.17857542445616,63.87857056428618,20.527444765935343,7.061590680001887,rice,deficient,optimal,deficient,excess,2
9.661035996883667,66.86138760941157,28.69867908362966,6.476811163795615,wheat,deficient,optimal,deficient,optimal,5
145.64247269961183,24.034030307088184,99.7128497656546,7.341907179999302,potato,optimal,deficient,deficient,excess,1
84.94770951125695,46.10102102167348,17.807940101582606,5.014074972862106,wheat,optimal,optimal,deficient,deficient,5
107.19920261205128,14.2778857791415,30.678698139377005,7.595961604598692,wheat,optimal,deficient,deficient,excess,5
90.57456114365029,85.34067273513912,69.729502231031,7.00143142567881,maize,optimal,optimal,optimal,excess,0
137.87370250030878,68.49362189864789,12.8025954248432,4.84794429290131,maize,optimal,optimal,deficient,deficient,0
109.82404858319256,50.38815905111064,82.71719471700598,7.370276977783689,maize,optimal,optimal,optimal,excess,0
46.50858735784671,82.65321124949001,58.65604759211156,5.9598364633517775,tomato,deficient,optimal,deficient,optimal,4
49.98219476112987,38.86605508877867,75.1000946317681,6.879098842820163,sugarcane,deficient,deficient,optimal,optimal,3
19.64787872531916,8.470328604981564,17.062936393209256,6.989450408892711,potato,deficient,deficient,deficient,excess,1
16.696609712233222,22.640284688488947,97.95108158722404,7.205067473816467,potato,deficient,deficient,deficient,excess,1
27.91271744460513,8.897887610009036,14.640157127682176,5.013917959719823,tomato,deficient,deficient,deficient,deficient,4
39.43933636960512,36.12752667867839,26.756087873552826,5.229409893426821,potato,deficient,deficient,deficient,deficient,1
61.78218847770421,42.23669847479009,22.989453522044293,4.599183536328679,tomato,deficient,deficient,deficient,deficient,4
115.58184337694225,88.37403862378375,21.969392434635104,8.088303671536112,tomato,optimal,optimal,deficient,excess,4
148.5535125311745,76.39130531350409,38.072545558746825,8.110979736077194,wheat,optimal,optimal,deficient,excess,5
129.09990685563784,18.28880005572001,32.75443141305776,7.95340914722464,maize,optimal,deficient,optimal,excess,0
87.64736667321567,43.56423615411637,45.39704077940385,7.309878851079442,potato,deficient,deficient,deficient,excess,1
126.27609414196304,63.47485012189819,32.06242656902541,6.856150687655578,sugarcane,optimal,optimal,deficient,optimal,3
