crop,Fertilizer,Pesticide,Yield,N,P,K,Temperature,Humidity,pH,Rainfall,Soil_Type,crop_encoded,Soil_Type_encoded,N_dev,P_dev,K_dev,pH_dev,soil_Clay,soil_Loamy,soil_Peaty,soil_Saline,soil_Sandy,soil_Silt
sugarcane,7803.94,25.42,2.352,58.2171916370595,47.2536347112034,27.9383164500794,18.9756142858466,80.0306924105165,7.62845524937709,259.654323342869,Loamy,3,1,0.7889346214812772,0.5549273057759321,0.6096516686356418,0.37615174979236343,False,True,False,False,False,False
wheat,407993.79,1328.97,1.385,19.4984810999467,68.8357894085,25.2079677826449,40.940690360767,41.9055605541015,7.54058795307882,282.847326469492,Loamy,4,1,1.0041793241671109,0.2767157881700001,0.6849004027169387,1.4257349413485245,False,True,False,False,False,False
maize,3375584.73,10995.39,2.658461538,98.4553432634461,16.7640941936461,77.3393661681454,35.6229996430326,99.6464469717624,5.21685654209608,281.024968555168,Peaty,0,2,0.22531897668967074,0.5404488225794237,0.05892795255272767,0.6887623052692801,False,False,True,False,False,False
potato,27029707.55,88044.65,18.23722222,123.126944994469,35.3436902358503,84.6022158072697,32.0855337187129,93.3650451097794,5.58452237091989,130.371501810444,Sandy,1,4,0.384365275027655,0.709375853773567,1.153977841927303,0.4154776290801099,False,False,False,False,True,False
rice,40268425.57,131167.51,1.837222222,77.4181742097776,79.5954540821811,14.2064232427743,13.1118058173613,99.2478287062783,6.63701349070694,268.179528169747,Sandy,2,4,0.725818257902224,0.6919090816436221,1.4235195774041038,0.6370134907069396,False,False,False,False,True,False
rice,114853915.9,374116.99,2.843888889,100.242472505341,84.2215175368478,85.5114633271589,36.9763521005595,42.5193544226484,5.21429741876789,240.584408771224,Peaty,2,2,0.49757527494659004,0.784430350736956,0.12706430314256534,0.7857025812321101,False,False,True,False,False,False
rice,406407115.8,1323801.68,1.985555556,107.937850832214,74.2326012116362,29.8717433478695,43.1660875002734,32.2096836870351,7.440696574304,90.3913638109097,Silt,2,5,0.42062149167786006,0.5846520242327239,1.138695575493282,1.4406965743039999,False,False,False,False,False,True
sugarcane,2455100.49,7997.07,67.83625,70.7266840546588,75.6721925259915,36.6429424038962,44.9574717634564,53.4866274412628,5.71863077845348,208.595105864386,Clay,3,0,0.6752119631394654,0.013443850519830108,0.5305187054191255,0.2604564071821735,True,False,False,False,False,False
wheat,34962983.58,113885.94,1.886666667,137.924406385954,33.5034462596437,87.9012940867822,30.696629509208,36.3021309710277,6.84754758319868,212.010203145073,Sandy,4,4,0.017296613450383327,0.42993107480712595,0.09876617608477752,0.5594344789983497,False,False,False,False,True,False
rice,488566.0,1434.05,2.46,33.5397230049779,46.385313207278,46.3058190587858,44.8238726644631,73.3277194018386,6.50429049302481,163.622827890295,Clay,2,0,1.164602769950221,0.027706264145560055,0.8398941989311672,0.5042904930248104,True,False,False,False,False,False
rice,1379346.8,4048.69,2.555,118.219296582893,23.9649546493502,20.9104016203656,37.3397793429152,66.3550866320802,6.39261161596725,189.223950741795,Sandy,2,4,0.31780703417107004,0.420700907012996,1.301629061447898,0.39261161596725014,False,False,False,False,True,False
rice,564740.8,1657.64,2.55,117.767417206475,9.00377088864159,33.5522083359118,18.0346100546325,52.5633151044931,7.83856235078605,307.543793809613,Peaty,2,2,0.32232582793525,0.7199245822271682,1.071778030256149,1.8385623507860496,False,False,True,False,False,False
sugarcane,267748.0,785.9,82.595,126.111081609175,17.7757563324466,81.9675129420838,30.609583216294,36.3519634218527,8.36790558888207,238.654210482964,Saline,3,3,0.17171743991659089,1.144484873351068,0.11847715507196545,0.6226351962940235,False,False,False,True,False,False
maize,1957228.0,5744.9,0.608695652,83.62867427022,41.5557962292981,66.4133697869747,12.7422101633582,79.8654347409989,6.01697128013894,149.964557719983,Peaty,0,2,0.33122375521271424,0.2305525471337737,0.14297407856173308,0.1553524799073731,False,False,True,False,False,False
potato,7603450.4,22317.82,7.230434783,43.1296496321857,65.8898094337167,43.3807796749367,10.6488734531071,84.1784815641757,6.75375519147344,196.836429245565,Sandy,1,4,0.7843517518390715,0.2730027223754756,1.566192203250633,0.7537551914734397,False,False,False,False,True,False
rice,58783925.2,172543.91,1.055652174,111.173567225112,22.0598204805662,28.0639669014378,24.5486582532731,56.7090355247107,8.39616431142414,52.0958952879938,Peaty,2,2,0.38826432774888003,0.458803590388676,1.1715642381556766,2.3961643114241404,False,False,True,False,False,False
rice,22122604.4,64934.77,1.685217391,48.2128734942459,30.7496338199962,46.5435499970713,34.7454987563003,50.0442826541336,6.15188141333937,97.4523702342238,Sandy,2,4,1.017871265057541,0.285007323600076,0.8355718182350672,0.15188141333937022,False,False,False,False,True,False
rice,161560724.0,474216.7,1.395652174,25.4725359251906,40.9205151757196,55.4021654004263,11.335180836867,77.0850909025978,8.00238330321271,90.3176244072398,Peaty,2,2,1.245274640748094,0.08158969648560799,0.6745060836286128,2.00238330321271,False,False,True,False,False,False
sugarcane,3020414.8,8865.59,39.89304348,12.5535991030225,40.1235398999569,69.1912371891492,42.7247599684044,77.4400130416501,6.29849688278788,260.203695159185,Peaty,3,2,1.204058189972523,0.697529202000862,0.23462511646227996,0.06716770573737325,False,False,True,False,False,False
wheat,8851590.8,25981.39,0.999545455,20.7447801575166,82.7164963311279,68.0346890693233,12.3920608821591,67.4576721083781,8.2915047482342,316.299112029159,Peaty,4,2,0.9937934986873617,0.554329926622558,0.14956638663345867,2.3643809352927496,False,False,True,False,False,False
rice,4050800.0,11890.0,2.54,149.608051047774,71.0026269886279,61.0544078118724,11.4855450117352,88.6778660406048,8.44772049387997,233.046781028948,Peaty,2,2,0.00391948952225988,0.5200525397725579,0.5717380397841382,2.44772049387997,False,False,True,False,False,False
rice,1525373.2,4477.31,3.04,104.355419971889,74.2804339816409,78.5745509159056,20.4227035561296,77.5268781323034,8.39341911954918,33.0692711590826,Peaty,2,2,0.4564458002811099,0.5856086796328179,0.25318998334717085,2.393419119549179,False,False,True,False,False,False
sugarcane,130416.0,382.8,48.48,91.4303076123468,55.7947376445895,85.6273620529344,16.4375101912802,65.7064679609298,5.73854239596144,275.993327756219,Saline,3,3,0.48699720352412007,0.3841052471082099,0.08520579951877817,0.2538192013461866,False,False,False,True,False,False
maize,44506633.6,130636.88,3.366,18.9046303926375,9.15751428244116,84.2787174726439,29.6992765723696,62.9870769014366,5.46986918692196,124.468833456627,Sandy,0,4,0.7935383543383036,0.6355310714694855,0.005548327133508424,0.5200872087186935,False,False,False,False,True,False
maize,4932293.6,14477.38,1.97952381,109.513616007881,17.1418751308978,28.5113403867843,20.0621948600142,94.8516329488097,5.10906782700639,244.804185443913,Loamy,0,1,0.14633131422942144,0.5357265608637775,0.43452815087089003,0.7606214486624067,False,True,False,False,False,False
maize,1183031.2,3472.46,2.241904762,130.827510624069,13.2724326593434,61.0882026815593,35.1340134109871,49.4939011869438,7.729436770303,59.4156559040377,Silt,0,5,0.005910790171921373,0.5840945917582074,0.18393690244954383,0.9862911802019999,False,False,False,False,False,True
potato,2840994.0,8338.95,12.37333333,127.184178856293,72.429714250068,67.4942327722513,37.8402848943509,92.0988237165711,6.98131481447711,268.315004589819,Loamy,1,1,0.36407910571853497,0.17957551071331426,1.3250576722774872,0.98131481447711,False,True,False,False,False,False
potato,412292.4,1210.17,18.90714286,90.9007688621446,53.7492490387549,33.9722003585891,15.232433691545,91.7746638802495,5.95664901267377,313.227674952893,Silt,1,5,0.545496155689277,0.44643929944635863,1.660277996414109,0.043350987326229884,False,False,False,False,False,True
potato,112335.6,329.73,17.6,30.402290264654,35.5128432835943,88.7442520644337,15.8895151942558,86.2977892327527,7.14021252671436,376.242149980823,Silt,1,5,0.84798854867673,0.7069593816629386,1.112557479355663,1.1402125267143601,False,False,False,False,False,True
potato,26478.4,77.72,14.59,99.2065291452363,85.3002722375553,27.2058330882561,22.0319501503795,40.920192953105,7.99031231488123,202.256250306635,Saline,1,3,0.5039673542738184,0.004289603393647212,1.727941669117439,1.9903123148812298,False,False,False,True,False,False
rice,106624268.4,312965.97,2.310740741,50.3740478653702,64.3016771514803,49.4304952417839,25.7471256486267,96.4411504953255,4.51057831847855,122.904456846662,Silt,2,5,0.996259521346298,0.38603354302960613,0.7830819046948382,1.48942168152145,False,False,False,False,False,True
rice,5116061.6,15016.78,2.054285714,35.9398548450028,11.4616359879558,91.3421677131027,22.1365950573233,76.8781952576452,5.14121345400411,210.589336080964,Loamy,2,1,1.140601451549972,0.670767280240884,0.021051496125405512,0.8587865459958897,False,True,False,False,False,False
rice,29228004.0,85790.7,2.99375,146.014699180201,51.2768272868692,81.6158875388262,16.8453169410121,73.0097906139375,4.517514513161,267.237735256291,Silt,2,5,0.03985300819798994,0.125536545737384,0.19789295383952363,1.4824854868389998,False,False,False,False,False,True
wheat,26575322.8,78004.49,0.848823529,120.692133334862,14.2553941755247,98.4677848533061,38.5065400285559,57.3059647148454,8.06819668808447,59.9753829519013,Sandy,4,4,0.16089888887614995,0.814892116489506,0.23084731066632624,2.085245860105587,False,False,False,False,True,False
rice,11877439.6,34862.93,1.856923077,119.674552907012,48.1750626536733,14.8926464647077,44.055606744409,75.4216588330828,7.26661146098987,132.51848605339,Sandy,2,4,0.30325447092988,0.06350125307346602,1.4110427915507693,1.2666114609898704,False,False,False,False,True,False
rice,5700760.0,16733.0,2.116153846,49.2315008226563,82.0706270303549,44.5143620723837,22.1946455432441,77.2645089554549,6.04433632338883,52.3633806103732,Silt,2,5,1.007684991773437,0.7414125406070979,0.8724661441384782,0.04433632338882987,False,False,False,False,False,True
rice,17261743.2,50667.06,1.937142857,149.869586884721,34.6526027745685,40.8148666756597,10.0593915040475,35.1461761805544,7.58080724281271,167.536943074977,Sandy,2,4,0.001304131152789978,0.20694794450863,0.9397296968061872,1.5808072428127096,False,False,False,False,True,False
sugarcane,608608.0,1786.4,64.83,93.7056869229952,35.4913147095124,29.6521654463116,14.3283304730573,33.1470518782614,7.84523038100165,347.127097354831,Sandy,3,4,0.46631193706368,0.790173705809752,0.5940712232153491,0.4484101270005499,False,False,False,False,True,False
maize,1701237.2,4993.51,1.457142857,8.16089221698627,27.2440603473849,91.7681510934149,27.0028237692246,33.3436398223205,6.42634471279845,312.645050570698,Silt,0,5,0.8702793413072409,0.4094492456576887,0.05206270071857615,0.11756314186563326,False,False,False,False,False,True
potato,2050396.4,6018.37,7.738571429,93.3084611730342,16.0613371017247,15.6543399128204,32.0696323372611,43.9303671348889,6.68869850382906,145.777065861009,Loamy,1,1,0.533457694134829,0.9848380414039328,1.8434566008717959,0.6886985038290598,False,True,False,False,False,False
rice,10413717.6,30566.58,1.51,120.156009533348,19.4787187112572,12.952403575474,17.7012523796608,74.6357389943119,5.44209194627732,344.122489586092,Loamy,2,1,0.29843990466652004,0.510425625774856,1.446319934991382,0.5579080537226799,False,True,False,False,False,False
sugarcane,8200.4,24.07,2.328,23.830112933745,60.063915603499,69.0181665263478,26.2486589446799,58.9914955434739,6.96987194108791,239.385388417082,Saline,3,3,1.1015444278750455,0.29872168793002,0.23619848612411093,0.15662398036263672,False,False,False,True,False,False
wheat,423555.6,1243.23,1.605,18.8716362108561,31.1672562682292,84.2523009652206,14.2917378729978,80.1943518649931,8.05027352948078,281.876232370141,Sandy,4,4,1.0094030315761993,0.476654874635416,0.05315376206525748,2.062841911850975,False,False,False,False,True,False
maize,3805677.2,11170.51,2.634,24.2721598067572,74.8643570736047,37.8062460964669,43.6173101212028,42.5431066178343,7.06983125203603,272.202840417142,Peaty,0,2,0.7551988585231628,0.18580446342005869,0.36302887618102386,0.54655416802402,False,False,True,False,False,False
potato,31438061.2,92277.71,18.95944444,78.2307850280001,13.4354025225419,40.3136704949715,22.4581854602006,44.6170270811884,6.3038948320196,82.4683866233597,Clay,1,0,0.6088460748599995,1.0223513925351158,1.596863295050285,0.30389483201960044,True,False,False,False,False,False
rice,41990197.6,123250.58,1.751111111,127.626727103998,24.7211927973764,56.3746430330909,44.0652915147075,64.7037893304805,5.90214442593656,138.506520793252,Clay,2,0,0.22373272896002006,0.405576144052472,0.65682467212562,0.09785557406344036,True,False,False,False,False,False
rice,143306732.4,420637.17,3.22,111.543503127775,56.7865117365237,81.7632129923939,22.7040404840718,78.7117370847809,6.41498235945906,254.856387466216,Saline,2,3,0.38456496872225004,0.235730234730474,0.19521430922920177,0.41498235945906004,False,False,False,True,False,False
rice,398027656.0,1168299.8,1.781666667,146.199843139379,57.3960165543064,14.0979941161,39.0882342008838,61.3383846239961,6.52839745674102,52.6528131613288,Clay,2,0,0.03800156860621001,0.247920331086128,1.4254910160709091,0.5283974567410201,True,False,False,False,False,False
sugarcane,2662561.2,7815.21,75.314375,132.346713769906,89.6894252272128,36.8299592234736,38.2542766645431,41.7819105021122,6.98187461977469,280.988231707294,Sandy,3,4,0.11502987481903647,0.29378850454425587,0.5288185525138763,0.1606248732582299,False,False,False,False,True,False
wheat,36306233.6,106566.88,1.870555556,32.8610209305538,14.9387813821137,70.5261898777052,37.5761956810574,80.7880517201777,4.73530169769628,204.857409229156,Loamy,4,1,0.8928248255787185,0.8012243723577259,0.11842262652868492,2.080872877879651,False,True,False,False,False,False
maize,2091610.04,5321.16,0.613913043,82.5572114651143,81.2746182712386,61.3659492866464,30.9348195042583,91.7530237848657,8.12693769270887,180.640473933948,Sandy,0,4,0.33887706096346926,0.26593272839048243,0.18180039010272,1.2512917951392464,False,False,False,False,True,False
potato,8145265.24,20721.96,8.062608696,60.8542383232748,20.5214410735567,95.7740839169433,31.6874097469776,51.382964889279,5.35539172716895,398.692229769803,Clay,1,0,0.695728808383626,0.9211222703777614,1.0422591608305671,0.64460827283105,True,False,False,False,False,False
rice,59137758.6,150449.4,1.094782609,52.6530994786013,79.7032923600296,57.8125915969821,15.9582644209618,93.6452338705074,7.39213993230371,209.943564495505,Loamy,2,1,0.973469005213987,0.6940658472005918,0.6306801527821436,1.39213993230371,False,True,False,False,False,False
rice,31271629.02,79556.58,1.990434783,147.644657965789,65.5137938635452,86.1261031859849,31.225988667737,91.2536197286334,4.82337563224185,49.5014056594902,Loamy,2,1,0.023553420342109915,0.4102758772709041,0.11588903298209267,1.1766243677581496,False,True,False,False,False,False
rice,190396583.2,484378.38,1.501304348,35.6809939454822,37.1335710893445,85.2623416196659,29.9431088316056,97.5035331827809,5.769823590498,234.959866249149,Clay,2,0,1.143190060545178,0.15732857821311,0.1315937887333472,0.23017640950199958,True,False,False,False,False,False
sugarcane,3089125.91,7858.89,40.43478261,76.8733666105746,27.583723214924,40.8525282219104,10.8754455966808,33.9248866058575,5.84484167096674,239.416251016162,Loamy,3,1,0.6193330308129581,0.94832553570152,0.4922497434371782,0.21838610967775343,False,True,False,False,False,False
wheat,8098780.3,20603.7,1.256818182,21.6410056365144,49.7002993225191,48.9401597173365,21.3539546569895,92.0468842873137,4.63037117232563,221.348092828824,Saline,4,3,0.9863249530290468,0.10599401354961799,0.38824800353329375,2.212036034592964,False,False,False,True,False,False
rice,4298265.0,10935.0,2.38,7.5412893861785,87.0424713873077,27.5613968389825,22.7375384251182,41.5477909941415,5.360523483124,325.550325009369,Clay,2,0,1.424587106138215,0.840849427746154,1.1807018756548635,0.6394765168759999,True,False,False,False,False,False
rice,1720685.69,4377.51,2.69,133.064463223978,79.990885321955,44.7798430106203,24.7098068299385,92.7351081797083,8.12673072892677,213.067172407256,Saline,2,3,0.1693553677602199,0.6998177064391001,0.8676392179887219,2.12673072892677,False,False,False,True,False,False
sugarcane,141683.55,360.45,51.27,68.8120364848757,25.1695500846403,73.7664041025781,21.0228292596368,44.9221601211708,5.03010909377891,263.872924360116,Loamy,3,1,0.6926178501374936,0.996608998307194,0.19303268997656278,0.48996363540702986,False,True,False,False,False,False
rice,12897448.25,32811.75,2.081538462,138.270658183083,86.9936017027137,87.9024852592215,42.394297449806,37.3423937063878,7.63353180494451,25.2606215257022,Peaty,2,2,0.11729341816917013,0.8398720340542741,0.08359117710506352,1.6335318049445098,False,False,True,False,False,False
rice,6157768.73,15665.67,2.292857143,75.3885007390781,70.6550556602399,65.9387817164444,39.1984122176716,79.0999550103454,5.41681344999628,61.0912666254912,Clay,2,0,0.746114992609219,0.5131011132047979,0.4829312415191928,0.5831865500037203,True,False,False,False,False,False
rice,18066297.64,45961.56,2.097142857,90.9405957349943,73.0070348428148,84.6012193929572,27.4162707339694,73.3332087535033,7.79171156061416,182.95713397224,Silt,2,5,0.590594042650057,0.5601406968562961,0.14361419285532354,1.7917115606141598,False,False,False,False,False,True
sugarcane,613431.4,1560.6,88.2225,111.104747911194,81.9911867507682,89.540816463189,39.6724742115511,71.7827144334958,7.86468361503215,122.985762767386,Peaty,3,2,0.30813865535278184,0.13982373501536385,0.04962894124373633,0.45489453834404997,False,False,True,False,False,False
maize,1765684.81,4491.99,1.448571429,16.4346493342156,15.5055731981908,93.0290698962236,17.982208031608,39.8156907998838,6.84651299237176,57.7381809622824,Saline,0,3,0.8111810761841742,0.556180335022615,0.06176207612479695,0.39767532824783974,False,False,False,True,False,False
potato,1946318.07,4951.53,6.858571429,146.71263547891,37.3306882480388,59.0689054419488,23.1729011612247,55.8932864238275,4.69035628014862,28.0016074175958,Peaty,1,2,0.26643682260545004,0.6809901678851601,1.409310945580512,1.3096437198513797,False,False,True,False,False,False
rice,10876414.66,27670.14,1.605714286,127.87963260756,17.1993757543552,72.3114164385299,14.8856395561807,40.80873714092,4.72431645688465,274.238137476486,Sandy,2,4,0.22120367392440002,0.556012484912896,0.36706515566309267,1.27568354311535,False,False,False,False,True,False
rice,416984.77,1060.83,1.755714286,86.3460160716317,47.296655970627,61.2584997195092,12.9207379047974,91.6032439692897,4.7538374238111,371.142522838454,Peaty,2,2,0.6365398392836831,0.04593311941254001,0.5680272778271054,1.2461625761889001,False,False,True,False,False,False
sugarcane,8490.4,21.6,2.372,111.180563652664,28.0060391645961,57.7674773350487,16.1128964523762,56.2583792269973,7.81473876603596,215.352395697328,Peaty,3,2,0.3074494213394181,0.939879216708078,0.3384774787722845,0.4382462553453201,False,False,True,False,False,False
rice,2700371.72,6869.88,2.61,29.7432937285749,13.3023754509674,49.2342583141221,23.1917293502662,86.0889380035418,7.23336332404952,99.4824616829511,Sandy,2,4,1.202567062714251,0.633952490980652,0.7866498488341436,1.2333633240495203,False,False,False,False,True,False
sugarcane,296951.74,755.46,83.0,73.0309853621096,48.080219589945,52.2295013805076,42.4768044147488,59.4761059815245,4.85151524325707,371.506565009856,Clay,3,0,0.6542637694353672,0.5383956082011,0.38882271472265817,0.5494949189143101,True,False,False,False,False,False
maize,3728240.77,9484.83,1.941538462,68.3058841647642,79.0041978354965,83.6088260791129,21.4724399505258,33.3777752189788,8.02068812639539,81.3608840578891,Loamy,0,1,0.44067225596597004,0.23755247294370624,0.01070133785297768,1.18045875093026,False,True,False,False,False,False
potato,262990.14,669.06,13.4,39.7118427983711,55.1884402705436,64.2308343214926,14.395899664283,58.1074295402992,5.90397117281324,49.3785662529345,Loamy,1,1,0.8014407860081445,0.42587942470651996,1.3576916567850743,0.09602882718676042,False,True,False,False,False,False
potato,33258276.49,84610.71,20.56777778,64.0051042704932,40.1159322301408,94.0640912067684,40.7323656069393,75.0519123961206,7.10815043131462,139.5367057237,Loamy,1,1,0.679974478647534,0.6412009681408457,1.059359087932316,1.1081504313146198,False,True,False,False,False,False
rice,45333960.15,115331.85,1.868888889,94.5507270320477,32.8357851385395,42.4232003268806,23.0034848772879,37.839944827141,6.41418963337578,60.5495579948388,Silt,2,5,0.554492729679523,0.24328429722921002,0.9104872667839892,0.41418963337577974,False,False,False,False,False,True
rice,156471491.9,398071.26,2.897222222,37.1785754244561,63.8785705642861,20.5274447659353,35.9415821004532,89.138225372114,7.06159068000188,204.754132851318,Peaty,2,2,1.128214245755439,0.377571411285722,1.3085919133466308,1.0615906800018804,False,False,True,False,False,False
rice,450940639.0,1147215.42,1.906666667,143.711300663899,85.5137381007669,69.3783035704437,39.1419045200966,93.6872637472101,6.4528075748301,154.304667911609,Sandy,2,4,0.0628869933610099,0.810274762015338,0.42039448053738715,0.4528075748300999,False,False,False,False,True,False
sugarcane,2428572.79,6178.41,78.571875,111.636514101678,61.0585626534464,72.8783164257108,26.193001481624,97.9122430533376,7.51689308608327,332.072606059091,Loamy,3,1,0.3033044172574727,0.27882874693107196,0.20110621431171993,0.33896436202775665,False,True,False,False,False,False
wheat,38647770.15,98321.85,2.096666667,123.059338307502,30.7396279925801,41.8615918633344,14.5788320030209,41.6000078809442,6.38616910556116,71.2624104215411,Silt,4,5,0.14117218077081664,0.485207440148398,0.47673010170832003,0.017288618048550978,False,False,False,False,False,True
maize,42266504.48,111941.44,2.564545455,103.393978373007,61.832050711388,70.0177765257984,36.999371765171,80.6040061495291,6.89049690433407,48.8866290999834,Sandy,0,4,0.19004301162137857,0.022900633892349996,0.11524787287847388,0.42699793622271304,False,False,False,False,True,False
maize,9534564.91,25251.98,5.019545455,119.018364788584,59.2571967213818,21.5385151585272,29.6461224754641,46.9235145319231,8.39455592016163,249.005508251299,Sandy,0,4,0.07844025151011433,0.009285040982727467,0.4881652680113292,1.4297039467744206,False,False,False,False,True,False
potato,244345.13,647.14,6.14375,141.007056015626,41.7010665988878,18.0066054972201,26.4364097805627,95.0472024209801,5.93460855595218,43.2321700079704,Clay,1,0,0.29496471992186996,0.6185561914444601,1.819933945027799,0.06539144404781982,True,False,False,False,False,False
rice,294870578.4,780954.98,2.7,26.9837516999858,78.5663082367893,16.9295726396635,36.7196224254215,53.8391778239995,5.65717863706385,198.528655311073,Silt,2,5,1.230162483000142,0.671326164735786,1.3740077701879363,0.3428213629361503,False,False,False,False,False,True
rice,121637833.0,322153.78,2.939090909,98.6226171189777,8.97951472383616,89.4747424567491,19.4194742133131,36.1524699545751,5.14304093362943,294.535582808595,Peaty,2,2,0.513773828810223,0.7204097055232768,0.05500468260456185,0.8569590663705702,False,False,True,False,False,False
sugarcane,23281015.5,61659.0,73.8955,39.6945340560966,72.6313559872631,77.2210138412357,41.4331060747799,94.3530823863336,5.14569763800292,194.066785542571,Clay,3,0,0.9573224176718491,0.047372880254737876,0.16162714689785726,0.45143412066569333,True,False,False,False,False,False
wheat,1400002.37,3707.86,0.581818182,108.000904083317,76.0190751235347,18.980558491811,20.0855715757736,84.0725532592869,6.85015867908366,193.595166691326,Clay,4,0,0.266659132639025,0.4203815024706941,0.7627430188523625,0.5626983488545746,True,False,False,False,False,False
maize,1987058.97,5262.66,0.605652174,18.3241167391291,34.7041591264405,90.9282067815032,13.2925418136011,35.2067510246876,7.04558313551838,274.171785255378,Saline,0,3,0.7976848804347921,0.31619801091949373,0.04560159062694774,0.5303887570122535,False,False,False,True,False,False
